% Model:              Corrosion_simulation_1_modelAtStep_1.mph
% Version:            COMSOL 5.3.0.223
% Date:               Sep 13 2020, 01:14
% Dimension:          1
% Nodes:              337
% Expressions:        1
% Description:        Line graph
% x                       Height
0                         2.852854365942563E-14
0.0014880952380952397     4.2664836887376043E-14
0.0029761904761904726     6.285396316936705E-14
0.004464285714285712      6.724525983502572E-15
0.005952380952380952      1.156679772130055E-14
0.007440476190476199      2.513885873046124E-15
0.008928571428571432      5.701147261227369E-15
0.010416666666666678      2.568719847736323E-14
0.011904761904761918      1.7110962827611747E-14
0.013392857142857158      8.584463931780401E-15
0.014880952380952384      8.531327083928805E-15
0.016369047619047623      5.955433342649105E-15
0.01785714285714287       5.740477691910517E-15
0.019345238095238103      1.2328042591716525E-14
0.020833333333333343      7.04960658308303E-15
0.022321428571428582      9.978264140011146E-15
0.023809523809523815      2.9290526890000226E-15
0.025297619047619062      8.712882297249343E-15
0.026785714285714295      1.711269618191175E-14
0.02827380952380954       5.729278361467779E-15
0.02976190476190476       2.2792104570734308E-14
0.03125000000000001       1.49365813277741E-14
0.03273809523809524       1.7515106157654554E-14
0.0342261904761905        2.275029849892444E-14
0.03571428571428573       1.1402885655542097E-14
0.03720238095238095       1.1518697794781089E-14
0.03869047619047621       1.1949684950040595E-14
0.04017857142857143       1.1400251744481525E-14
0.04166666666666668       2.0275149053965784E-14
0.04315476190476191       2.848013924587488E-14
0.04464285714285716       1.2035101387115385E-14
0.04613095238095239       2.2762770730193265E-14
0.04761904761904762       5.9079750445370636E-15
0.04910714285714287       1.1492467329894494E-14
0.05059523809523809       4.557887017193082E-14
0.052083333333333336      4.0080547986284234E-14
0.05357142857142857       1.7169328456341353E-14
0.055059523809523815      2.2808749628967746E-14
0.056547619047619034      2.844218545195556E-14
0.05803571428571427       1.1396405548925828E-14
0.05952380952380953       1.1918250236293476E-14
0.061011904761904746      1.1641578273475361E-14
0.0625                    2.035357744106665E-14
0.06398809523809523       7.6549564225928E-15
0.0654761904761905        6.757108369221618E-15
0.06696428571428571       5.730311802606022E-15
0.06845238095238096       5.788332865247647E-15
0.06994047619047622       5.695438208396291E-15
0.07142857142857144       2.281066652307576E-14
0.07291666666666669       5.123652948003171E-14
0.07440476190476192       3.9838791761436024E-14
0.07589285714285716       4.554822797715454E-14
0.07738095238095238       1.7335582829424176E-14
0.0788690476190476        2.276277009168815E-14
0.08035714285714288       1.1368726512875592E-14
0.08184523809523811       2.2923245314637157E-14
0.08333333333333334       1.1398243646082526E-14
0.08482142857142856       7.749865480938658E-16
0.08630952380952381       3.410889420170588E-14
0.08779761904761904       3.931976327801083E-16
0.08928571428571425       2.2806650926133946E-14
0.09077380952380953       2.2762923777950482E-14
0.09226190476190474       4.158985523184478E-15
0.09375                   1.8109278430149565E-14
0.09523809523809526       6.703246762680666E-15
0.0967261904761905        2.844738989173324E-14
0.09821428571428573       5.955433342649105E-15
0.09970238095238096       2.2873728207540493E-14
0.10119047619047622       4.5655681831282884E-14
0.10267857142857142       2.6435149070702642E-15
0.10416666666666666       1.7548513825003837E-14
0.10565476190476192       1.1406059126984145E-14
0.10714285714285715       1.735138079290279E-14
0.10863095238095238       1.1519385518684516E-14
0.11011904761904762       2.8565673812473154E-14
0.1116071428571429        1.1506669259350395E-14
0.11309523809523811       1.1399612862458956E-14
0.11458333333333337       4.126273845825125E-15
0.1160714285714286        6.4488107039458095E-15
0.11755952380952389       3.197561074357404E-15
0.1190476190476191        6.934620449763122E-15
0.1205357142857143        1.1407081189948497E-14
0.12202380952380959       2.3157681419120404E-14
0.1235119047619048        6.384175702304112E-15
0.12500000000000003       1.8841008664351615E-14
0.12648809523809526       1.712071833813712E-14
0.1279761904761905        1.0750904154580243E-15
0.12946428571428573       1.734655884282248E-14
0.13095238095238093       2.845056058549946E-14
0.13244047619047622       2.885510312419548E-14
0.13392857142857142       1.1550790465302826E-14
0.13541666666666669       2.293386178467323E-14
0.13690476190476195       2.2767299530124958E-14
0.13839285714285718       5.1176324476427535E-14
0.1398809523809524        2.2762333855498222E-14
0.14136904761904764       2.2876973244438894E-14
0.1428571428571429        4.547785054162506E-14
0.1443452380952381        3.4199085818995735E-14
0.14583333333333334       1.7277816214733257E-14
0.14732142857142858       4.5524676052545636E-14
0.1488095238095238        5.692039202530016E-14
0.15029761904761904       2.3013249603851654E-14
0.15178571428571425       5.117017800056575E-14
0.15327380952380953       4.54771630817369E-14
0.15476190476190474       2.0297006883844824E-15
0.15625                   2.0796160511545953E-15
0.15773809523809526       2.2846833048488403E-14
0.15922619047619052       2.2749656714011712E-14
0.16071428571428573       1.4310382772517967E-15
0.16220238095238096       1.1394090520515725E-14
0.16369047619047625       4.550456042497854E-14
0.16517857142857148       2.845998895687166E-14
0.16666666666666674       9.443061667166378E-15
0.16815476190476197       1.7060054172829455E-14
0.16964285714285723       2.84416997758997E-14
0.17113095238095247       6.070879795542461E-15
0.17261904761904767       1.2021913928110055E-14
0.174107142857143         6.826025987157392E-14
0.1755952380952382        2.276510619992791E-14
0.17708333333333345       8.92884872936976E-15
0.17857142857142871       4.5524667710996444E-14
0.18005952380952392       5.72384708261325E-15
0.18154761904761915       1.004859173557616E-15
0.18303571428571436       3.412085107908914E-14
0.18452380952380965       6.356929899040442E-15
0.18601190476190485       1.803748008504541E-15
0.18750000000000008       2.006691575223547E-14
0.18898809523809532       1.7145294623352435E-14
0.19047619047619058       2.847048188765918E-14
0.19196428571428578       2.857230081031489E-14
0.19345238095238101       1.7101067650399302E-14
0.1949404761904763        1.1418670263555308E-14
0.19642857142857154       2.84774889139113E-14
0.19791666666666677       2.2824877935790477E-14
0.19940476190476203       2.2748467065386707E-14
0.20089285714285726       1.707732473435069E-14
0.20238095238095247       2.2806650926133946E-14
0.2038690476190477        2.4926002749168957E-15
0.205357142857143         5.964640483558108E-15
0.2068452380952382        1.7061143924925667E-14
0.20833333333333345       2.558874406304808E-14
0.2098214285714287        2.2797639419795676E-14
0.21130952380952392       5.7095419851803515E-15
0.2127976190476191        6.2281811607101996E-15
0.21428571428571433       2.2755597527365373E-14
0.21577380952380962       5.1165468215285474E-14
0.21726190476190485       6.630656312610503E-15
0.21875000000000008       2.1593134019480945E-14
0.22023809523809532       2.8775149405121046E-14
0.22172619047619055       1.7076427714126922E-14
0.22321428571428578       4.554290351500872E-14
0.22470238095238096       6.215243400311691E-16
0.2261904761904763        2.844591989829191E-14
0.22767857142857148       5.1419010642976535E-14
0.2291666666666667        1.7136827866114688E-14
0.2306547619047619        3.983002428866525E-14
0.23214285714285723       5.697176504250046E-15
0.2336309523809524        1.4210854715202005E-15
0.23511904761904764       1.70989676944937E-14
0.236607142857143         2.288383345258572E-14
0.23809523809523817       6.050713857489493E-15
